time,altitude,latitude,longitude,chlorophyll
UTC,m,degrees_north,degrees_east,mg m-3
2021-01-10T12:00:00Z,0.0,33.125,-120.67500000000001,1.3427757
2021-01-10T12:00:00Z,0.0,33.125,-120.6625,1.3231449
2021-01-10T12:00:00Z,0.0,33.125,-120.65,1.4284999
2021-01-10T12:00:00Z,0.0,33.125,-120.63749999999999,1.2398778
2021-01-10T12:00:00Z,0.0,33.125,-120.625,1.4664564
2021-01-10T12:00:00Z,0.0,33.125,-120.61250000000001,1.460877
2021-01-10T12:00:00Z,0.0,33.125,-120.6,1.5006974
2021-01-10T12:00:00Z,0.0,33.125,-120.5875,1.2843884
2021-01-10T12:00:00Z,0.0,33.125,-120.57499999999999,1.1599833
2021-01-10T12:00:00Z,0.0,33.125,-120.5625,1.1528181
2021-01-10T12:00:00Z,0.0,33.125,-120.55000000000001,0.98792624
2021-01-10T12:00:00Z,0.0,33.125,-120.5375,0.9372133
2021-01-10T12:00:00Z,0.0,33.125,-120.525,0.88580483
2021-01-10T12:00:00Z,0.0,33.125,-120.51249999999999,0.85261464
2021-01-10T12:00:00Z,0.0,33.125,-120.5,0.87473696
2021-01-10T12:00:00Z,0.0,33.125,-120.48750000000001,0.9526036
2021-01-10T12:00:00Z,0.0,33.125,-120.475,1.0188091
2021-01-10T12:00:00Z,0.0,33.125,-120.4625,1.040732
2021-01-10T12:00:00Z,0.0,33.125,-120.44999999999999,1.0090175
2021-01-10T12:00:00Z,0.0,33.125,-120.4375,1.0177298
2021-01-10T12:00:00Z,0.0,33.125,-120.42500000000001,0.97941875
2021-01-10T12:00:00Z,0.0,33.125,-120.4125,0.975325
2021-01-10T12:00:00Z,0.0,33.125,-120.4,0.93877995
2021-01-10T12:00:00Z,0.0,33.125,-120.38749999999999,0.9812369
2021-01-10T12:00:00Z,0.0,33.125,-120.375,0.94906056
2021-01-10T12:00:00Z,0.0,33.125,-120.36250000000001,1.0043706
2021-01-10T12:00:00Z,0.0,33.125,-120.35,0.96848685
2021-01-10T12:00:00Z,0.0,33.125,-120.3375,0.97289175
2021-01-10T12:00:00Z,0.0,33.125,-120.32499999999999,0.98632455
2021-01-10T12:00:00Z,0.0,33.125,-120.3125,1.0726582
2021-01-10T12:00:00Z,0.0,33.125,-120.30000000000001,1.1595645
2021-01-10T12:00:00Z,0.0,33.125,-120.2875,1.1020366
2021-01-10T12:00:00Z,0.0,33.125,-120.275,1.0429014
2021-01-10T12:00:00Z,0.0,33.125,-120.26249999999999,1.0061635
2021-01-10T12:00:00Z,0.0,33.125,-120.25,0.9749781
2021-01-10T12:00:00Z,0.0,33.125,-120.23750000000001,0.90453035
2021-01-10T12:00:00Z,0.0,33.125,-120.225,0.93042684
2021-01-10T12:00:00Z,0.0,33.125,-120.2125,0.88168633
2021-01-10T12:00:00Z,0.0,33.125,-120.19999999999999,0.8763889
2021-01-10T12:00:00Z,0.0,33.125,-120.1875,0.8000349
2021-01-10T12:00:00Z,0.0,33.125,-120.17500000000001,0.82687974
2021-01-10T12:00:00Z,0.0,33.125,-120.1625,0.8500302
2021-01-10T12:00:00Z,0.0,33.125,-120.15,0.81538194
2021-01-10T12:00:00Z,0.0,33.125,-120.13749999999999,0.8235582
2021-01-10T12:00:00Z,0.0,33.125,-120.125,0.885782
2021-01-10T12:00:00Z,0.0,33.125,-120.11250000000001,0.8576628
2021-01-10T12:00:00Z,0.0,33.125,-120.1,0.8092859
2021-01-10T12:00:00Z,0.0,33.125,-120.0875,0.81388175
2021-01-10T12:00:00Z,0.0,33.125,-120.07499999999999,0.82820016
2021-01-10T12:00:00Z,0.0,33.125,-120.0625,0.8337723
2021-01-10T12:00:00Z,0.0,33.125,-120.05000000000001,0.8448005
2021-01-10T12:00:00Z,0.0,33.125,-120.0375,0.87345845
2021-01-10T12:00:00Z,0.0,33.125,-120.025,0.9323324
2021-01-10T12:00:00Z,0.0,33.125,-120.01249999999999,0.94461995
2021-01-10T12:00:00Z,0.0,33.125,-120.0,0.9854398
2021-01-10T12:00:00Z,0.0,33.125,-119.98750000000001,1.0210277
2021-01-10T12:00:00Z,0.0,33.125,-119.975,1.0432574
2021-01-10T12:00:00Z,0.0,33.125,-119.9625,0.9716027
2021-01-10T12:00:00Z,0.0,33.125,-119.94999999999999,0.9024206
2021-01-10T12:00:00Z,0.0,33.125,-119.9375,0.89409614
2021-01-10T12:00:00Z,0.0,33.125,-119.92500000000001,0.9295075
2021-01-10T12:00:00Z,0.0,33.125,-119.9125,0.9729588
2021-01-10T12:00:00Z,0.0,33.125,-119.9,0.95046806
